NÂ°,Codigo Nacional,Codigo OACI,Nombre,Latitud,Longitud,Altitud (Mts),Altura Minima (Mts),Propietario,Fecha Creacion,Tipo,Clasificacion,Zona Geografica,Region,Emite METAR,Emite SYNOP,Paisaje,Operador
1152,400029  ,,Hueyusca,-40.92667,-73.52917,100,0,DMC,01-12-1991,Convencional,TermoPluviometrica,Valle,De Los Lagos,No,No,"Sector agricola ganadero con abundante vegertacion, 3 Km al Nw cerros de alturas aprox. 600 mtrs.",Pablo Barria Santana
1153,400030  ,,Puaucho,-40.60750,-73.46750,143,0,DMC,21-03-1992,Convencional,TermoPluviometrica,Valle,De Los Lagos,No,No,"Ubicada en valle de abundante vegetacion, en patio exterior de municipalidad de Puaucho.",Francisco Vasquez Burgos
1154,400033  ,,"San Juan de la Costa, Bahia Mansa",-40.58667,-73.73528,102,0,DMC,14-11-2016,Automatica,Climatologica,Litoral,De Los Lagos,No,No,Sector litoral con abundante vegetacion.,Estacion automatica (Red Basica)
1155,400034  ,,Lago Verde,-40.16500,-72.63389,248,0,INIA,01-06-2011,Automatica,Climatologica,PreCordillera,De Los Rios,No,No,"Sector rural con predios agricolas, lagoRanco 7,8 km al este.",Est. automatica
1156,400035  ,,Palermo,-40.25917,-73.10667,78,0,INIA,01-12-2013,Automatica,Climatologica,Valle,De Los Rios,No,No,Sector rural con abundante vegetacion,Est. automatica
1157,400036  ,,Rio Llollelhue en la Union,-40.26667,-73.08333,70,0,DGA,01-11-2012,Automatica,Climatologica,Valle,De Los Rios,No,No,Sector rural con predios agricolas.,Est. automatica
1158,400037  ,,Quilacahuin,-40.34806,-73.30750,17,0,INIA,01-04-2014,Automatica,Climatologica,Valle,De Los Lagos,No,No,Sector rural de predios agricolas,Est. automatica
1159,400038  ,,Rio Pilmaiquen en San Pablo,-40.38417,-73.00222,40,0,DGA,01-11-2012,Automatica,Climatologica,Valle,De Los Rios,No,No,"Sector rural de predios agricolas, 40 mtrs al sur rio Pilmaiquen.",Est. automatica
1160,400039  ,,El Cardal,-40.38667,-72.91917,80,0,INIA,01-05-2011,Automatica,Climatologica,Valle,De Los Rios,No,No,Sector rural con predios agricolas.,Est. automatica
1161,400040  ,,Adolfo Matthei,-40.58833,-73.10694,55,0,DGA,01-01-1983,Automatica,Climatologica,Valle,De Los Lagos,No,No,"Sector del Liceo Tecnico Adolfo Mathei, sector agricola",Est. automatica
1162,400041  ,,Rucatayo,-40.59889,-72.58667,278,0,INIA,08-12-2015,Automatica,Climatologica,Valle,De Los Rios,No,No,"Sector rural con abundantes predios agricolas, 5 km al sur lago Puyehue.",Est. automatica
1163,400042  ,,Rio Rahue A/J Rio Negro,-40.63000,-73.17833,40,0,DGA,01-09-2014,Automatica,Climatologica,Valle,De Los Lagos,No,No,"Sector rural con abundantes predios agricolas, 70 mtrs al oeste rio Rahue.",Est. automatica
1164,400043  ,,Rio Negro en Chahuilco,-40.71361,-73.22778,45,0,DGA,01-05-2003,Automatica,Climatologica,Valle,De Los Lagos,No,No,"Sector rural, 40 mtrs al este rio Negro.",Est. automatica
1165,400044  ,,Desague Rupanco,-40.75278,-72.66389,272,0,INIA,01-05-2013,Automatica,Climatologica,Valle,De Los Lagos,No,No,"Sector rural, 1,7 km al sur Lago Rupanco",Est. automatica
1166,400045  ,,Rio rahue en des. lago Rupanco,-40.78889,-72.68889,130,0,DGA,01-03-2010,Automatica,Climatologica,Valle,De Los Lagos,No,No,"Ubicado en ribera de Lago Rupanco, sector sur abundante vegetacion",Est. automatica
1167,400046  ,,Rio Forrahue en Rio Negro,-40.79556,-73.21444,52,0,DGA,01-08-2014,Automatica,Climatologica,Valle,De Los Lagos,No,No,"Sector urbano, ubicada en rio Negro",Est. automatica
1168,400047  ,,Octay,-40.95722,-72.88555,178,0,INIA,01-04-2011,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector rural, 1 km al SE Lago Llanquihue, Puerto Octay 2 km al SSE.",Est. automatica
1169,400048  ,,Paillaco Norte,-40.04583,-72.90139,74,0,FDF,25-11-2019,Automatica,Climatologica,Valle,De Los Rios,No,No,Sector con predios agricolas.,Estacion automatica (FDF)
1170,400049  ,,Paillaco,-40.09639,-72.92667,96,0,FDF,25-11-2019,Automatica,Climatologica,Valle,De Los Rios,No,No,Sector de predios agricolas.,Estacion automatica (FDF)
1171,400050  ,,La Union Norte,-40.28861,-73.07139,28,0,FDF,25-11-2019,Automatica,Climatologica,Valle,De Los Rios,No,No,Sector con abundante vegetacion y predios agricolas.,Estacion automatica (FDF)
1172,400051  ,,La Union,-40.31667,-73.02417,27,0,FDF,25-11-2019,Automatica,Climatologica,Valle,De Los Rios,No,No,Sector con abundante vegetacion.,Estacion automatica (FDF)
1173,400052  ,,"La Union, Rio Bueno",-40.32305,-72.97972,40,0,FDF,22-11-2019,Automatica,Climatologica,Valle,De Los Rios,No,No,Sector de abundante vegetacion.,Est. automatica (FDF)
1174,400053  ,,"La Union, Contra Coronel",-40.33889,-72.97833,68,0,FDF,22-11-2019,Automatica,Climatologica,Valle,De Los Rios,No,No,Sector de abundante vegetacion.,Estacion automatica (FDF)
1175,400054  ,,Osorno (FDF),-40.53333,-73.07250,72,0,FDF,22-11-2019,Automatica,Climatologica,Valle,De Los Lagos,No,No,Sector con abundante vegetacion.,Estacion automatica
1176,400055  ,,Rio Negro,-40.76472,-73.15194,83,0,FDF,21-11-2019,Automatica,Climatologica,Valle,De Los Lagos,No,No,Sector con abundante vegetacion.,Estacion automatica (FDF)
1177,400056  ,,Purranque,-40.87944,-73.05250,119,0,FDF,21-11-2019,Automatica,Climatologica,Valle,De Los Lagos,No,No,Sector de abundante vegetacion.,Estacion automatica (FDF)purranque
1178,400057  ,,Huacamapu,-40.65917,-73.49167,144,0,INIA,20-07-2017,Automatica,Climatologica,Valle,De Los Lagos,No,No,"Sector rural de abundante vegetacion, 1,5 km al NE cementero Cuinco",Estacion automatica
1179,400901  ,,Punta Galera faro,-40.00722,-73.70333,34,0,DMC,01-01-1875,Convencional,Climatologica,Litoral,De Los Rios,No,No,"Borde costero, emplazado serca de roquerios",Funcionario Faro
1180,400903  ,,Puerto Octay,-40.97750,-72.88139,64,0,DMC,01-05-1919,Convencional,TermoPluviometrica,Litoral,De Los Lagos,No,No,"Sector urbano, al norte predios agricolas, al sur lago Llanquihue.",Observador est. Puerto Octay
1181,400905  ,,"Hueyusca, Osorno",-40.98972,-73.88167,501,0,DMC,01-02-1964,Convencional,TermoPluviometrica,Litoral,De Los Lagos,No,No,Sector con abundante vegetacion.,Observador est. Hueyusca
1182,400912  ,,Rio Bueno D.O.S.,-40.33333,-72.91667,66,0,DMC,01-01-1916,Convencional,Pluviometrica,Valle,De Los Rios,No,No,"Sector urbano, rodeado de predios agricolas.",Hector Espinoza
1183,410001  ,,Punta Huano,-41.14528,-72.28833,217,0,DMC,01-08-1954,Convencional,TermoPluviometrica,Litoral,De Los Lagos,No,No,Sector costero a 100 mtrs al NE de lago de Todos Los Santos.,Silke Ohme Wolffhugel
1184,410002  ,,Frutillar Centro Forestal,-41.14055,-73.03861,150,0,DMC,01-01-1968,Convencional,TermoPluviometrica,Valle,De Los Lagos,No,No,"Sectos ganadero, forestal y turistico, 1 Km al Oeste lago Llanquihue",Jose Huenquiao Mella
1185,410003  ,,La Ensenada,-41.20722,-72.53861,59,0,DMC,01-01-1921,Convencional,Pluviometrica,Valle,De Los Lagos,No,No,"Sector de abundante vegetacion, agricola y ganadero, 150 mtrs al oeste lago Llanquihue.",Carlos Siegel Linay
1186,410004  ,,Puerto Varas,-41.32055,-72.98944,79,0,DMC,01-01-1937,Convencional,Pluviometrica,Valle,De Los Lagos,No,No,"Sector urbano, 1 km al este Lago Llanquihue.",Arturo Schneider Reiniscke.
1187,410005  ,SCTE,El Tepual Puerto Montt Ap.,-41.44750,-73.09583,87,"2,621",DMC,01-06-1963,Mixta,Sinoptica Aeronautica,Valle,De Los Lagos,Si,Si,Valle,Luis Martinez Polanco (Anexo 6362)
1188,410006  ,,Llanquihue Escuela Agricola,-41.25917,-73.00889,52,0,DMC,01-05-1917,Convencional,TermoPluviometrica,Valle,De Los Lagos,No,No,"Sector urbano con abundante vegetacion, a 400 mtrs al este lago Llanquihue.",Alejandro Farias Reyes.
1189,410007  ,,Punta Corona faro,-41.78417,-73.88000,53,0,DIRECTEMAR,01-04-1910,Mixta,Sinoptica,Litoral,De Los Lagos,No,Si,"Sector costero, 180 mtrs al este costa, 210 mtrs al oeste costa, 170 mtrs al norte costa.",Armada de Chile
1190,410008  ,,Faro Tres Cruces,-41.83194,-73.47750,10,0,DMC,01-04-1913,Convencional,Pluviometrica,Litoral,De Los Lagos,No,No,Sector insular rodeado de abundante vegetacion.,Funcionario Armada de Chile (Jefe del Faro)
1191,410009  ,SCAC,Ancud Pupelde Ad.,-41.90417,-73.79305,97,0,DMC,01-01-1964,Convencional,Sinoptica Aeronautica,Litoral,De Los Lagos,No,No,"Sector de abundante vegetacion, 4 Km al Norte playa Matrico, Pupelde 4 Km al Este.",Funcionario DGAC.
1192,410010  ,,El Mirador fundo,-41.33333,-72.95000,140,0,DMC,01-06-1962,Convencional,TermoPluviometrica,Litoral,De Los Lagos,No,No,"sector rodeado de predios agricolas, 2 km al sur lago Llanquihue.",Sin operador
1193,410011  ,,Ralun,-72.33250,-41.37083,68,0,DMC,01-03-1974,Convencional,TermoPluviometrica,Litoral,De Los Lagos,No,No,"Sector ubicado a 1 km al sur del Seno de Reloncavi, Sector de abundante vegetacion.",Observador Ralun
1194,410023  ,,Gutamanga Chacao,-41.83305,-73.49222,21,0,DMC,01-09-1931,Convencional,Climatologica,Litoral,De Los Lagos,No,No,"Sector rural, 100 al norte borde costero",S/Informacion
1195,410026  ,,Ancud Liceo Agricola,-41.86611,-73.81639,31,0,DMC,10-12-2014,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"sector urbano, 50 mtrs al este estadio de Ancud.",Automatica (Red Basica)
1196,410027  ,,"Escuela Mirasol, Puerto Montt",-41.47944,-72.96889,100,0,DMC,04-01-2017,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector urbano, 1,5 km al sur canal Tenglo.",Estacion Automatica (Red Basica)
1197,410028  ,,Quilanto,-41.03055,-72.99611,161,0,INIA,01-08-2011,Automatica,Climatologica,Valle,De Los Lagos,No,No,"Sector rural con predios agricolas, 7 km al SE lago Llanquihue.",Est. automatica
1198,410029  ,,Cascada,-41.07805,-72.63278,75,0,DGA,01-05-2015,Automatica,Climatologica,PreCordillera,De Los Lagos,No,No,"Ubicada en el pueblo Las Cascadas, 1km al oeste Lago Llanquihue.",Est. automatica
1199,410030  ,,Polizones,-41.11528,-73.37667,137,0,INIA,01-04-2011,Automatica,Climatologica,Valle,De Los Lagos,No,No,Secto rural.,Est. automatica
1200,410031  ,,Colegual,-41.22194,-73.25972,177,0,INIA,01-04-2011,Automatica,Climatologica,Valle,De Los Lagos,No,No,Sector rural con abundantes predios agricolas.,Est. automatica
1201,410032  ,,Ensenada,-41.23333,-72.51611,76,0,INIA,01-06-2013,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector de abundante vegetacion, ubicada en Aerodromo Don Dobri",Est. automatica
1202,410033  ,,Lago Chapo (Lm) antiguo,-41.41722,-72.59583,270,0,DGA,01-01-2012,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector de abundante vegetacion, 2,5 km al SE Lago Chapo, 4 km al norte volcan Calbuco.",Est. automatica
1203,410034  ,,Llanada Grande,-41.87417,-71.93861,250,0,DGA,01-08-2014,Automatica,Climatologica,Cordillera,De Los Lagos,No,No,"Sector de abundante vegetacion, 200 mtrs al este Aerodromo Llanada Grande",Est. automatica
1204,410035  ,,Puerto Montt,-41.46000,-72.93778,90,0,DGA,01-02-1973,Automatica,Climatologica,Litoral,De Los Lagos,No,No,Sector urbano. Puerto montt,Est. automatica
1205,410036  ,,Los Canelos,-41.48139,-73.47444,105,0,INIA,01-10-2009,Automatica,Climatologica,Valle,De Los Lagos,No,No,Sector rural de abundante vegetacion.,Est. automatica
1206,410037  ,,Puelo,-41.65111,-72.31167,5,0,DGA,01-12-1996,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector rural de abundante vegetacion, 400 mtrs al sur rio Puelo.",Est. automatica
1207,410038  ,,Ancud 2 (DOH),-41.87917,-73.79639,9,0,DGA,01-07-2014,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector urbano, Ancud",Est. automatica
1208,410039  ,,Hornopiren,-41.93833,-72.43500,25,0,DGA,01-04-1997,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector urbano de abundante vegetacion, 1,76 km al norte rio Negro.",Est. automatica
1209,410040  ,,Puerto Varas ESSAL,-41.32444,-72.97667,70,0,DMC,13-08-2018,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector urbano, 300 mtras al NE lago Llanquihue",Estacion Automatica (Red Basica)
1210,410041  ,,Carelmapu,-41.70972,-73.67222,29,0,INIA,01-08-2017,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector rural, 2,5 km al oeste borde costero, 3,7 km al SSO pueblo Carelmapu.",Estacion automatica
1211,410901  ,SCMO,Chamiza Puerto Montt Ad.,-41.48278,-72.84055,8,0,DMC,01-01-1924,Convencional,Climatologica,Litoral,De Los Lagos,No,No,"Sector costero con abundante vegetacion, rio Chamiza 300 Mtrs al Oeste.",Observador Meteorologico
1212,410903  ,,Maullin,-41.61778,-73.59917,18,0,DMC,01-04-1921,Convencional,Climatologica,Litoral,De Los Lagos,No,No,"Sctor urbano, 300 mtrs al norte, borde costero",S/Informacion
1213,410924  ,,Ancud Pudeto,-41.88333,-73.80000,30,0,DMC,01-03-1915,Convencional,Climatologica,Litoral,De Los Lagos,No,No,Sector costero con abundante vegetacion,Observador Meteorologico D.G.A.C.
1214,420001  ,SCST,Castro Ad.,-42.48833,-73.77444,41,0,DMC,01-01-1914,Convencional,Aeronautica,Litoral,De Los Lagos,No,No,Sector agricola y costero,Luis Navarrete Soto
1215,420002  ,,Isla Apiao,-42.60417,-73.22361,42,0,DMC,01-03-1967,Convencional,Climatologica,Litoral,De Los Lagos,No,No,"Sector insular, con abundante vbegetacion",Sin/Informacion
1216,420003  ,,Chaiten Yelcho,-42.88333,-72.71667,20,0,DMC,01-04-1940,Convencional,Pluviometrica,Litoral,De Los Lagos,No,No,Sector insular rodeado de abundante vegetacion.,Funcionario de la Armada de Chile.
1217,420004  ,SCTN,"Chaiten, Ad.",-42.93028,-72.70083,10,"1,5",DMC,01-11-1965,Convencional,Sinoptica Aeronautica,Valle,De Los Lagos,No,No,Planicie,S/operador
1218,420007  ,,Cerro Millantue,-42.47861,-73.76833,47,0,DMC,01-07-1970,Convencional,Pluviometrica,Litoral,De Los Lagos,No,No,Sector urbano,Observador cooperativo Millantue
1219,420010  ,,Achao Subcomisaria,-42.47194,-73.49305,11,0,DMC,01-12-1977,Convencional,Pluviometrica,Litoral,De Los Lagos,No,No,Archipielago de Chiloe,Carabineros de Chile
1220,420011  ,SCSR,Segundo Corral Ad.,-42.07472,-71.86472,249,0,DMC,01-01-1965,Convencional,Sinoptica Aeronautica,Cordillera,De Los Lagos,No,No,"Sector cordillerano con abundante vegetacion, rio Puelo 1500 mtrs al este.",Funcionario D.G.A.C.
1221,420013  ,,Sta. Barbara Ad. (pista de emergencia),-42.79861,-72.69972,10,0,DMC,01-06-2006,Automatica,Aeronautica,Litoral,De Los Lagos,No,No,Litoral,-
1222,420014  ,SCPQ,Mocopulli Ad.,-42.34667,-73.71500,174,"1,5",DMC,24-10-2012,Automatica,Sinoptica Aeronautica,Litoral,De Los Lagos,Si,Si,"Sector de abundante vegetacion, 6 km al SE canal Dalcahue.",Claudio Luengo Contreras (Anexo 5206)
1223,420015  ,SCTN,Nueva Chaiten,-42.78528,-72.83500,26,0,DMC,27-11-2014,Automatica,Aeronautica,Litoral,De Los Lagos,No,No,"Sector de abundante vegetacion, ubicado en borde costero",Funcionario D.G.A.C.
1224,420016  ,,Butalcura,-42.26167,-73.65083,148,0,INIA,01-10-2009,Automatica,Climatologica,Litoral,De Los Lagos,No,No,Sector rural con abundante vegetacion.,Est. automatica
1225,420017  ,,Huyar Alto,-42.40389,-73.56805,155,0,INIA,01-10-2009,Automatica,Climatologica,Litoral,De Los Lagos,No,No,Sector rural con predios agricolas,Est. automatica
1226,420018  ,,Castro 2 (DOH),-42.47944,-73.77417,20,0,DGA,01-08-2014,Automatica,Climatologica,Litoral,De Los Lagos,No,No,Sector de abundante vegetacion.,Est. automatica
1227,420019  ,,Tara,-42.70361,-73.78861,145,0,INIA,01-02-2011,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector rural con predios agricolas, 1,6 km al sur lago Tarahuin.",Est. automatica
1228,420020  ,,Tenaun,-42.31278,-73.39972,130,0,INIA,01-10-2019,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector rural, 1,5 km al sur borde costero. 4 km al SE pueblo tenaun.",Estacion automatica
1229,420021  ,,Pid Pid,-42.41167,-73.78389,81,0,INIA,01-02-2018,Automatica,Climatologica,Litoral,De Los Lagos,No,No,Sector rural ubicado en el sector de Pid Pid. 9 km al este canal de dalcahue,Estacion automatica
1230,420022  ,,Quilquico,-42.49139,-73.70889,109,0,INIA,01-02-2018,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector rural con abundante vegetacion,",Estacion automatica
1231,420023  ,,Isla Chelin,-42.58917,-73.53278,33,0,INIA,02-02-2018,Automatica,Climatologica,Litoral,De Los Lagos,No,No,Sector insular con abundante veghetacion.,Estacion automatica
1232,420024  ,,Tara,-42.70361,-73.78861,145,0,INIA,01-02-2011,Automatica,Climatologica,Litoral,De Los Lagos,No,No,"Sector rural con abundante vegetacion, Lago Tarahuin 1,5 km km al SE.",Estacion automatica
1233,430001  ,SCON,Quellon Ad.,-43.13361,-73.63278,13,"1,5",DMC,01-01-1950,Automatica,Aeronautica,Litoral,De Los Lagos,Si,No,"Sector con abundante vegetacion, con playas cercanas a 1,5 km al SE.",Funcionario D.G.A.C.
1234,430002  ,SCFT,Futaleufu Ad.,-43.18889,-71.85222,347,"1,5",DMC,01-09-1953,Mixta,Sinoptica Aeronautica,Valle,De Los Lagos,Si,Si,"Valle, con zona urbana a 1,2 Km al este, cerro al oeste a 7 Km, cerro al sur a 150 mtrs.",Carlos Parra Jaque (Anexos 6287/6288)
1235,430003  ,SCIG,Isla Guafo faro,-43.56667,-74.82750,105,0,DIRECTEMAR,01-01-1908,Convencional,Sinoptica,Litoral,De Los Lagos,No,Si,Sector de roquerios y de abundante vegetacion.,Armada de Chile
1236,430004  ,SCAP,Alto Palena Ad.,-43.61167,-71.80139,256,"1,5",DMC,01-01-1955,Mixta,Sinoptica Aeronautica,PreCordillera,De Los Lagos,Si,Si,"Valle con abundante vegetacion, rodeado de cerros, el mas alto 1.200 mts. a 5 km.al NE.",Maria Eugenia Delgado (Anexo 6286)
1237,430005  ,,Puerto Ramirez,-43.47361,-72.12611,70,0,DMC,01-11-1955,Convencional,Pluviometrica,Cordillera,De Los Lagos,No,No,"Sector abundante vegetacion, ubicada en la ribera del rio Futaleufu",Guido Gomez Andrade
1238,430009  ,SCMK,Melinka Ad.,-43.89778,-73.73944,8,"1,5",DMC,01-01-2009,Automatica,Aeronautica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,Si,No,Archipielago.,Funcionario D.G.A.C.
1239,430010  ,,Villa Santa Lucia,-43.41278,-72.36583,327,0,DGA,01-03-2014,Automatica,Climatologica,PreCordillera,De Los Lagos,No,No,"Sector precordillerano de abundante vegetacion, 11 km al este lago Yelcho.",Est. automatica
1240,430011  ,,Rio Futaleufu ante junta rio Malito,-43.44917,-72.10750,42,0,DGA,01-01-2013,Automatica,Climatologica,PreCordillera,De Los Lagos,No,No,"Sector precordillerano con abundante vegetacion, 300 mtrs al oeste rio Futalefu",Est. automatica
1241,430012  ,,La Junta INIA,-43.91694,-72.38722,40,0,INIA,01-02-2017,Automatica,Climatologica,PreCordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector precordillerano de abundante vegetacion, 11 km al SE lago Rosselot.",Est. automatica
1242,430013  ,,La Junta DGA,-43.97083,-72.40556,45,0,DGA,01-10-1981,Automatica,Climatologica,PreCordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"sector rural con abundante vegetacion, 800 mtrs al norte rio Rosselot",Est. automatica
1243,430901  ,,Bajo Palena,-43.75111,-72.94694,12,0,DMC,01-01-1958,Convencional,Climatologica,Litoral,De Los Lagos,No,No,"Sector de cumbres de aprox. 800 mtrs de altura, 6 km al oeste borde costero",S/Informacion.
1244,440001  ,,Puerto Puyuhuapi,-44.32583,-72.56222,6,0,DMC,01-01-1936,Convencional,Pluviometrica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,Sector cordillerano,Carmen Rosas Rosas
1245,440002  ,SCRC,Rio Cisnes,-44.49917,-71.31556,755,0,DMC,01-04-1937,Convencional,Climatologica,Cordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector arido, ubicada cerca de la frontera Chile Argentina.",Observador Meteorologico
1246,440004  ,,Cisnes Puyuhuapi,-44.32333,-72.55528,11,0,DMC,24-10-2016,Automatica,Climatologica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector abundante vegetacion, rodeado de cerros de aprox. 500 mtrs altura.",Estacion Automatica (Red Basica)
1247,450001  ,SCAS,Puerto Aysen Ad.,-45.39944,-72.67722,11,"1,5",DMC,01-02-1931,Mixta,Sinoptica Aeronautica,Valle,Aisen del Gral. Carlos Ibanez del Campo,Si,Si,"Ubicado en el valle, con cerro nevado a 1.6 Km de 2000 mtrs altura.",Miguel Arce (Anexo 2884)
1248,450002  ,,Coyhaique escuela agricola,-45.57889,-72.04889,356,0,DMC,01-09-1965,Convencional,TermoPluviometrica,Valle,Aisen del Gral. Carlos Ibanez del Campo,No,No,Sector urbano,Rene Carcamo Cuitino
1249,450003  ,,Coyhaique SAG,-45.57778,-72.07278,294,0,DMC,01-08-1928,Convencional,TermoPluviometrica,Valle,Aisen del Gral. Carlos Ibanez del Campo,No,No,Sector urbano,Observador SAG
1250,450004  ,SCCY,"Teniente Vidal, Coyhaique Ad.",-45.59083,-72.10222,299,"1,5",DMC,01-01-1943,Mixta,Sinoptica Aeronautica,Valle,Aisen del Gral. Carlos Ibanez del Campo,Si,Si,"Valle rodeado de cerros, cerro a 3 km al sur, cerro a 800 mtrs al Norte, cerro a 8 km al NNE",Priscilla Duarte Farias (Anexos 2869/6282)
1251,450005  ,SCBA,Balmaceda Ad.,-45.91833,-71.67778,517,"3,425",DMC,01-12-1950,Mixta,Sinoptica Aeronautica,Valle,Aisen del Gral. Carlos Ibanez del Campo,Si,Si,"Planicie, poblacion urbana a 1.800 mtrs al nw.",Fernando Oyarce Avalos (Anexos 5623/5624)
1252,450009  ,,Puerto Aguirre,-45.16417,-73.52333,14,0,DMC,01-12-1982,Convencional,Sinoptica Aeronautica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Archipielago, sector costero.",Observador Meteorologico
1253,450013  ,,Islas Huichas,-45.15528,-73.51639,6,0,DGA,01-12-2010,Automatica,Climatologica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,Sector insular.,Est. automatica
1254,450014  ,,Rio Aysen en Pto. Aysen,-45.40583,-72.62305,10,0,DGA,01-12-2001,Automatica,Climatologica,PreCordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector rural, ubicado cerca de la ribera rio Aysen",Est. automatica
1255,450015  ,,Coyhaique Alto,-45.48028,-71.60444,730,0,DGA,01-01-1962,Automatica,Climatologica,Cordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,Sector cordillerano de escasa vegetacion.,Est. automatica
1256,450016  ,,Coyhaique Conaf,-45.55111,-72.05889,340,0,DGA,01-05-2002,Automatica,Climatologica,PreCordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,,Est. automatica
1257,450017  ,,Rio Simpson bajo junta Coyhaique,-45.55167,-72.06805,210,0,DGA,01-11-2005,Convencional,Climatologica,Cordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector rural, 30 mtrs al este rio Simpson",Est. automatica
1258,450018  ,,Coyhaique (Escuela Agricola) DGA,-45.57389,-72.02861,345,0,DGA,01-01-1984,Automatica,Climatologica,Valle,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector rural con abundante vegetacuion, ubicada en escuela agricola.",Est. automatica
1259,450019  ,,El Claro,-45.58111,-72.09222,319,0,INIA,01-06-2012,Automatica,Climatologica,PreCordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector rural, 1 km al sur ad. Tte vidal Coyhaique.",Est. automatica
1260,450020  ,,Tamelaike,-45.75917,-72.06194,470,0,INIA,01-09-2009,Automatica,Climatologica,PreCordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector rural, al Oeste cumbres de aprox. 1000 mtrs. 20 km al SW Laguna Azul",Est. automatica
1261,450021  ,,Vista Hermosa,-45.93694,-71.83528,740,0,INIA,10-03-2010,Automatica,Climatologica,Cordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector de escasa vegetacion, 6 km al oeste cumbres de 900 mtrs app, 11 km al ENE Balmaceda.",Est. automatica
1262,450022  ,,"Mirador Marchant, Coyhaique",-45.52528,-72.09806,438,0,DMC,23-11-2018,Automatica,Climatologica,Valle,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector con abundante vegetacion, rodeado de cerros de aprox. 600 mtrs altura.",Est. Automatica (Medio Ambiente).
1263,450023  ,,Aysen,-45.43194,-72.71444,4,0,FDF,21-11-2019,Automatica,Climatologica,Valle,Aisen del Gral. Carlos Ibanez del Campo,No,No,Valle con abundante vegetacion.,Estacion automatica (FDF)
1264,450024  ,,"Coyhaique, Valle Simpson",-45.74000,-72.12583,290,0,FDF,21-11-2019,Automatica,Climatologica,Valle,Aisen del Gral. Carlos Ibanez del Campo,No,No,Sector con abundante vegetacion.,Estacion automatica (FDF)
1265,450025  ,,Arroyo el Gato,-45.16278,-71.94361,504,0,INIA,01-09-2019,Automatica,Climatologica,Valle,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector de abundante vegetacion, 2,5 km al sur rio Nirehuao, 2,7 km al norte cumbres de aprox 1200 mt",Estacion automatica
1266,450026  ,,Nirehuao,-45.24972,-71.69417,510,0,INIA,01-03-2018,Automatica,Climatologica,Valle,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector sin urbanizacion, 1,6 km al SW rio Nirehuao, 2,65 km al SW rio Nirehuao",Estacion automatica
1267,460001  ,SCCC,Chile Chico Ad.,-46.58500,-71.68528,311,"1,5",DMC,01-01-1952,Mixta,Sinoptica Aeronautica,Valle,Aisen del Gral. Carlos Ibanez del Campo,Si,No,"Valle con cerro al SO a 1 Km, cerrro al SE a 2 Km.",Juan Antinanco Pairo (Anexo 2875)
1268,460002  ,,Cabo Raper faro,-46.80333,-75.63805,46,0,DIRECTEMAR,01-01-1928,Convencional,Sinoptica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,Si,"Sector de roquerios, al este cerros de aprox 300 mtrs, al oeste borde costero a 190 mtrs.",Armada de Chile
1269,460003  ,,"Puerto Cristal, Chile Chico",-46.56361,-72.39306,217,0,DMC,01-01-1958,Convencional,Pluviometrica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,Sector precordillerano,"Observador cooperativo, Puerto cristal"
